name,area,address,cost,timings,rating,cuisines,contact,highlights
Goli Vada Pav No. 1,Kondapur,"1-112/18, W/S Colony, Shilpa Park, Kondapur, Hyderabad",₹550,11 AM to 11 PM,3.7,Street Food,"+91 9989522822, +91 9989522422",
Grabz,Himayath Nagar,"3-6-142/2/A, Opposite HDFC Bank, Himayath Nagar, Hyderabad",₹200,1 PM to 11 PM,2.9,"Italian, Fast Food","040 64552552, +91 9032584297",
Hotel Biryani Mahal,Alwal,"Opposite Narthaki Talkies, Lothkunta, Alwal, Secunderabad",₹600,6 AM to 12 Midnight,2.3,"North Indian, Chinese, Biryani, Andhra","040 27940088, +91 9676933933",
AutoExpress - Hot Dogs,Paradise Circle,"Near HDFC Bank, Paradise Circle, Secunderabad",₹250,"12:30 PM to 3 PM, 7 PM to 11 PM",3.5,Fast Food,+91 9642975000,
Cafe Kaffeine,Kompally,"Plot 4-2, Behind Village China, near cineplanet multiplex, Kompally, Hyderabad",₹550,12 Noon to 11 PM (Mon-Sun),2.5,Cafe,040 33165802,"Live Sports Screening, Outdoor Seating, Smoking Area, Wifi, Board Games, Free Parking, Above 18 Only"
Harsha Deluxe Mess,S R Nagar,"Lane Opposite Maithrivanam, Opposite ICICI Bank, S R Nagar, Hyderabad","₹1,000",11 AM to 11 PM,3.4,South Indian,+91 9849869075,
Rayudu's Biryani House,Moti Nagar,"Phase 3, Kalyan Nagar, Moti Nagar, Hyderabad",₹900,11 AM to 11 PM,3.4,"North Indian, Mughlai, Chinese","040 23833679, +91 9346915434",
Chilly's,Paradise Circle,"1-7-54/B, Raj Comfort Inn, Paradise Circle, Secunderabad",₹550,10 AM to 10 PM,2.6,"South Indian, North Indian, Chinese, Continental","+91 9866505966, +91 9059188651","Buffet, Valet Parking Available, Wifi"
Southern Spice - W3,Film Nagar,"A-3, Ground Floor, Opposite CVR News, Film Nagar, Hyderabad",₹900,"11:30 AM to 3:30 PM, 6:30 PM to 11:30 PM",2.8,"South Indian, North Indian, Seafood",+91 9133300704,"Valet Parking Available, Private Dining Area Available, Zomato Fulfilled Delivery, Free Parking, Outdoor Seating, Kid Friendly, Wifi"
Hotel Niagara,Malakpet,"Chaderghat Road, Malakpet, Hyderabad",₹200,"12 Noon to 3:30 PM, 6 PM to 11 PM",3.0,"North Indian, Chinese, Biryani",040 24517786,
Blue - B,S D Road,"Time Square The Landmark Hotel, 8-1-1 2/2, Opposite Clock Tower, S D Road, Secunderabad",₹450,"12 Noon to 3:45 PM, 7:30 PM to 10:45 PM",3.5,"North Indian, Chinese","+91 9000222442, +91 9000222449","Wifi, Buffet"
Hameedi Confectioner & Co.,Nampally,"Opposite Famous Ice cream Parlor, 5-5-513, M.J. Market, Wallaee Street, Mozamjahi Market, Nampally, Hyderabad",₹700,11:30 AM to 11 PM,4.2,Mithai,"040 24602212, +91 9989487648","Desserts and Bakes, Home Baker"
Green Bawarchi,Kukatpally,"2-115, MIG 20, Dharma Reddy Colony, Phase 2, Hydernagar, Kukatpally, Hyderabad",₹150,12 Noon to 1 AM,3.4,"North Indian, Chinese, Biryani","+91 9885022556, +91 9989486531",
Ga Cibo,Kukatpally,"3rd Floor, Food Court, Forum Sujana Mall, Phase 6, KPHB, Kukatpally, Hyderabad",₹400,12:30 PM to 12 Midnight,3.4,Italian,040 33165668,
Ram Bharose Bhandar,Kacheguda,"3-3-813, Near Ganesh Temple, Kutbi Guda, Near Reliance Store, Kacheguda, Hyderabad",₹650,"6:30 AM to 11 PM (Tue-Sun), Mon Closed",3.5,South Indian,+91 9030628427,
Swathi Coffee Shoppe,Kacheguda,"3-3-43/7 & 8, Railway Station Road, Kacheguda, Hyderabad",₹800,12 Noon to 11 PM,2.8,"North Indian, Chinese","+91 8019632367, +91 8121145379",
Little Hut Multicuisine Restaurant and Bar,Madhapur,"Door 1-62/52, Opposite Madhapur Police Station, Kavuri Hills, Madhapur, Hyderabad","₹2,500",11 AM to 10:30 PM,3.4,"North Indian, Andhra, Chinese, Biryani","+91 9000611328, +91 8096899900",Wifi
Nawab's Dine,Kompally,"1 & 2, Below Highway 44 Restaurant, Kompally Cross Roads, Kompally, Hyderabad",₹700,11 AM to 11 PM,3.7,"North Indian, Chinese, Biryani",040 33165041,"Wifi, Live Sports Screening"
Mix - The Westin,Hitech City,"The Westin, Mindspace IT Park, Hitech City, Hyderabad",₹200,1 PM to 12 Midnight,3.8,Finger Food,040 33165347,"Wifi, Nightlife, 4/5 Star"
Dwaraka Multicuisine Restaurant,Langer Houz,"Plot 73, Dwarka Building, Opposite Athidhi Function Palace, Bandlaguda X Road, Langer Houz, Hyderabad",₹750,12 Noon to 12 Midnight,3.0,"North Indian, Chinese, Biryani","040 31921233, +91 8099991233",
Al-Labbaik Shawarma,Mehdipatnam,"Mujaddady Estate, Mehdipatnam, Hyderabad","₹1,000",10 AM to 10:30 PM,3.6,Arabian,"+91 9885392790, +91 8801072628",
Hotel Sri Sampoorna,Uppal,"House No. 17-3, Beside Andhra Bank, Medipally Main Road, Kamala Nagar, Uppal, Secunderabad",₹800,7:30 AM to 10:30 PM,3.6,"North Indian, Chinese, South Indian","040 32955667, +91 9396777007",
Kuchipudi - Katriya Hotels,Somajiguda,"Katriya Hotels, 8, Raj Bhavan Road, Somajiguda, Hyderabad",₹500,7 AM to 11 PM,3.4,Andhra,"+91 9849645504, +91 9177001226","Valet Parking Available, 4/5 Star"
Bangkok 169,Kukatpally,"Food Court, 3rd Floor, Manjeera Trinity Mall, Kukatpally, Hyderabad",₹250,11:30 AM to 11 PM,2.9,Thai,+91 7799388441,"Outdoor Seating, Self Service, Free Parking, Vegetarian Friendly"
Spicy Restaurant,Yousufguda,"Indiranagar Cross Road, Yousufguda, Hyderabad",₹150,8 AM to 11 PM,3.2,"North Indian, Chinese, Biryani",040 64552003,
Cream & Fudge,Gachibowli,"Gachi Plaza, Vinayak Nagar, Opposite Himagiri Hospital, Gachibowli, Hyderabad",₹500,7 AM to 11 PM,3.7,"Ice Cream, Desserts",040 40130914,Desserts and Bakes
Froststicks,Hitech City,"Inorbit Mall, Opposite Durgam Cheruvu, Mindspace, Hitech City, Hyderabad",₹650,"11 AM to 3:30 PM, 7 PM to 10:30 PM",3.7,Ice Cream,040 33165704,Desserts and Bakes
Pandem Kodi,S R Nagar,"Vengal Rao Nagar, Beside Nalanda School, S R Nagar, Hyderabad",₹450,11 AM to 11 PM,3.4,"Andhra, Biryani",040 65447766,
Kerala Kitchen,Sainikpuri,"Plot 802, Defence Colony, Sainikpuri, Secunderabad",₹650,12 Noon to 12 Midnight,2.5,Kerala,"040 40058816, 040 40058815",
Shriji Rasoi,Madhapur,"Beside Cafe Nandini, Behind Hitech Theatre Bus Stop, Madhapur, Hyderabad",₹600,7 AM to 10:30 PM,2.0,North Indian,"040 40151544, +91 8019313093",
Moghul's Paradiez Biryani House,S R Nagar,"7-1-397/120/G-2, S R Nagar Community Hall, S R Nagar, Hyderabad",₹750,9 AM to 10 PM,2.3,"North Indian, Chinese, Biryani",040 33165309,Vegetarian Friendly
Lucky Restaurant,Saroor Nagar,"DRDL Cross Roads, Opposite Owaisi Hospital, Santosh Nagar, Saroor Nagar, Hyderabad",₹500,7 AM to 10 PM,2.2,"Biryani, North Indian, Chinese",040 65502003,
Maks Kitchen,Tolichowki,"Opposite RTA Office, Yousuf Tekri Food Point, Tolichowki Road, Tolichowki, Hyderabad",₹600,5 AM to 11 PM,3.6,"Chinese, North Indian","040 23564900, 040 64569816",Outdoor Seating
The Gryll Cafe,Manikonda,"Anjali Gardens, Beside Manikonda Sports Club, Near to Mount Litera Zee School, Manikonda, Hyderabad",₹500,12 Noon to 11 PM,2.8,"Cafe, Continental, Chinese",+91 9502803408,Smoking Area
Balaji Santosh Dhaba,Marredpally,"Opposite M Shermal Jain Jeweller, East Marredpally, Marredpally, Secunderabad",₹200,"11 AM to 11 PM (Mon-Fri), 11 AM to 12 Midnight (Sat-Sun)",3.6,"North Indian, Chinese","040 64602375, +91 9849655151",
Bumblebee Cafe,Madhapur,"1-98/90/22/45, 1st Floor, G R Complex, Opposite Fortune Towers, Madhapur, Hyderabad","₹1,000",5 AM to 1 AM,3.4,Cafe,040 66512341,Wifi
Classic Ice Cream,A S Rao Nagar,"Plot 7, K V Reddy Chambers, Below Reliance Footprint, Srinivasa Nagar Colony, A S Rao Nagar, Secunderabad",₹950,12 Noon to 11 PM,4.1,"Ice Cream, Desserts","040 64557866, +91 9396543712","Outdoor Seating, Desserts and Bakes"
Hangover Kitchen and Lounge,Madhapur,"Gem Square, 5th Floor, Above HDFC Bank, Madhapur, Hyderabad",₹450,7 AM to 11 PM,3.3,"Cafe, North Indian, Chinese, Continental","+91 9849864798, +91 8885224040","Outdoor Seating, Smoking Area, Wifi"
Cascade - Celebrations,Jubilee Hills,"66A/67, Celebrations, Near Chiranjeevi Blood Bank, Road 1, Jubilee Hills, Hyderabad",₹750,7 AM to 10:30 PM,3.6,"North Indian, Andhra, Chinese","040 40100888, +91 9949279888","Valet Parking Available, Zomato Fulfilled Delivery, Outdoor Seating"
Plantain Bakers,Manikonda,"Lanco Hills Road, Near SBI & Hari Villu Apartments, Manikonda, Hyderabad",₹450,"8 AM to 10 AM, 11:45 AM to 2:45 PM, 7:30 PM to 10 PM (Mon-Wed, Fri-Sat), 8 AM to 10 AM, 11:45 AM to 2:30 PM, 7:30 PM to 10 PM (Thu), 12 Midnight to 3 PM (Sun)",3.4,"Bakery, Chinese, Fast Food",040 65144444,Desserts and Bakes
Kshetra,Khairatabad,"Rockdale Building, Lane Next to Eenadu, Khairatabad, Hyderabad",₹900,11 AM to 11 PM,2.6,"South Indian, North Indian, Chinese, Continental","040 66665881, 040 66665882","Outdoor Seating, Smoking Area"
Hotel Panchratan,Kacheguda,"3-3-44, Station Road, Kacheguda, Hyderabad",₹450,1 PM to 10:30 PM,3.7,"South Indian, Chinese, North Indian","040 24653032, 040 24651115",
Urvasi Heights Restaurant & Bar,A S Rao Nagar,"Plot 102, Above Tanishq, A.S. Rao Nagar Main Road, A S Rao Nagar, Secunderabad",₹550,9 AM to 11 PM,2.6,"North Indian, Chinese, Andhra, Biryani","040 66329999, 040 66327777",
Hot Rottis,Gachibowli,"HIG HA, Door 28, Opposite DLF Gate 3, Gachibowli, Hyderabad",₹650,6 AM to 10:30 PM,3.6,"North Indian, Street Food, Chinese","+91 9703630355, +91 7702214800",Outdoor Seating
Jasmine's,Malakpet,"Plot 16-11-1/A, Near TV Tower, Saleem Nagar, Beside HDFC Bank, Malakpet, Hyderabad",₹450,11:30 AM to 11:30 PM,2.5,"North Indian, Chinese, South Indian","040 66773456, +91 8142040600",
Colors 'N' Flavors,Madhapur,"1-89, Opposite Nectar Gardens, Madhapur, Hyderabad",₹200,9:30 AM to 10:30 PM,3.8,"North Indian, Chinese, Continental",040 42030033,Buffet
Noodles & More,Srinagar Colony,"8-3-970, Flat G 1, Main Road, Opposite HDFC Bank, Srinagar Colony, Hyderabad",₹500,12 Noon to 12 Midnight,3.5,Chinese,"040 32484888, +91 9963700200",Outdoor Seating
Akbar Fast Food Corner,Charminar,"Beside Mecca Masjid, Charminar Road, Charminar, Hyderabad",₹400,11 AM to 11 PM,2.8,Street Food,+91 9347527964,No Parking Available
But...er,Jubilee Hills,"1264, Behind Reliance Trends, Road 63/A, Jubilee Check Post, Jubilee Hills, Hyderabad",₹550,11 AM to 10 PM,3.8,"Cafe, Fast Food",040 60123411,Outdoor Seating
Stop n Go Bakers,S R Nagar,"8-3-217/17 & 18, Opposite ICICI Bank, S R Nagar, Hyderabad",₹50,7 AM to 11:30 PM,3.2,"Bakery, Fast Food, Juices","040 66688444, +91 9908003085",Desserts and Bakes
Woodland,ECIL,"1-7-43/6, Beside Vikas Junior College, ECIL Cross Road, ECIL, Secunderabad",₹550,10 AM to 10 PM,3.4,"North Indian, South Indian",040 27122025,
Blue Sea Tea & Snacks,Railway Station Road,"Opposite Bus Stop, St Johns Road, Regimental Bazaar, Railway Station Road, Secunderabad",₹300,11 AM to 11 PM,2.4,"Bakery, Fast Food",+91 9966368068,Desserts and Bakes
Romanz Pizzeria,Habsiguda,"1st Floor, Balaji Arcade, Street Number 8, Habsiguda, Hyderabad",₹500,8 AM to 10 PM,2.5,"Italian, Pizza",040 27015566,Wifi
Baskin Robbins,Hitech City,"Phoenix Tower-A, Huda Techno Enclave, Hitech City, Hyderabad",₹700,6 PM to 2 AM,3.7,"Ice Cream, Desserts","040 65513131, +91 9666879998","Valet Parking Available, Desserts and Bakes"
Golden Palace,Attapur,"Pillar 143, Below RTA Office, Shamshabad Road, Hyderaguda Cross Road, Attapur, Hyderabad",₹650,11 AM to 11 PM,2.8,"North Indian, Chinese","040 40 65354435, +91 9247445531",Free Parking
Swagath Grand,Nagole,"2-4-70/26/1/2, C.S.R Complex, Plot 72,141,143,144, Alkapuri X Roads, Nagole, Hyderabad",₹850,11 AM to 11 PM,2.9,"North Indian, Chinese",040 33165647,Valet Parking Available
Invitation,Kacheguda,"Hotel Tourist Plaza, Station Road, Kacheguda, Hyderabad",₹250,24 Hours,3.7,"North Indian, Chinese",040 33165803,"Wifi, Vegetarian Friendly, Lunch Menu, Valet Parking Available, Kid Friendly, Group Meal"
Sun and Moon - Leonia Holistic Destination,Shamirpet,"Leonia Holistic Destination, Bommaraspet, Ranga Reddy District, Shamirpet, Hyderabad",₹700,7 AM to 11 PM,3.5,"South Indian, Continental, North Indian",040 66400000,"Wifi, Outdoor Seating, Buffet"
Savla's Home Food,Madhapur,"Plot 21, Jai Hind Enclave, Lane opp.Dena Bank, Lane Beside Hinglish cafe, Madhapur, Hyderabad",₹250,12 Noon to 10:30 PM,3.5,"Gujarati, North Indian",040 33165319,"Zomato Fulfilled Delivery, Serves Jain Food"
Urban Asia,Kukatpally,"3rd Floor, Food Court, Forum Sujana Mall, Phase 6, KPHB, Kukatpally, Hyderabad",₹200,5 PM to 11 PM,3.4,Chinese,+91 9966400444,Wifi
Balvant Pav Bhaji,M.G. Road,"Ramgopalpet Police Station, Line James Street Bus Stop, M.G. Road, Secunderabad",₹250,4 PM to 10:30 PM,2.8,Street Food,040 66335878,Outdoor Seating
Mustafa Sweets & Namkeen,Lakdikapul,"Opposite HP Petrol Pump, Lakdikapul Crossroad, Lakdikapul, Hyderabad","₹1,800",7 AM to 10:30 PM,3.6,"Desserts, Ice Cream",+91 9866718047,Desserts and Bakes
Bliss Bakers & Confectioners,Miyapur,"Opposite Honda Showroom, Balaji Nagar, Miyapur Cross Roads, Miyapur, Hyderabad",₹250,7 AM to 10:45 PM,3.4,"Bakery, Desserts, Fast Food, Chinese","040 40275353, +91 8978700700","Outdoor Seating, Desserts and Bakes"
Bar 41 - Radisson Blu Plaza Hotel,Banjara Hills,"Radisson Blu Plaza Hotel, 8-2-409, Road 6, Banjara Hills, Hyderabad",₹400,12 Noon to 10:30 PM,3.9,Finger Food,040 67331133,"Wifi, Nightlife"
Bakers Inn,Somajiguda,"Ground Floor, Amrutha Mall, Opposite GRT Jewelers, Raj Bhavan Road, Somajiguda, Hyderabad",₹700,8 AM to 11 PM,2.6,"Bakery, Desserts, Fast Food",040 23402222,Desserts and Bakes
Hi - Land Kabab & Biryani,Kondapur,"2-41/14/2, Kondapur Cross Road, Near Police Line, Kondapur, Hyderabad",₹350,1 PM to 12 Midnight,3.7,"Chinese, North Indian, Biryani","+91 9393177222, +91 9032823677",Zomato Fulfilled Delivery
Anupama,Kukatpally,"Alluri Trade Centre, Opposite KPHB Main Road, Kukatpally, Hyderabad",₹800,10:30 AM to 10:30 PM,3.8,"North Indian, Chinese, Biryani","040 23061415, 040 23062425",
Fritazza Fried Chicken & Pizza,Himayath Nagar,"3-6-726/A & 727, Romana Plaza, Street 12, Above Axis Bank, Himayath Nagar, Hyderabad",₹550,"12 Noon to 12 Midnight (Mon-Fri), 11 AM to 12 Midnight (Sat-Sun)",3.0,Fast Food,"040 40077377, +91 8142943384",Wifi
Curry Pot,PG Road,"Hotel Annapurna Residency, 1-8-160/9, Paradise, PG Road, Secunderabad",₹550,11:30 AM to 12 Midnight,3.5,"North Indian, Chinese, South Indian","040 27891221, 040 27891222","Valet Parking Available, Smoking Area, Buffet"
Cafe Coffee Day,Gachibowli,"1st Floor, Mobi Mart, Near DLF Circle, Vinayaka Nagar, Gachibowli, Hyderabad",₹800,11 AM to 11 PM,3.6,Cafe,Not Available,
Gongura,Banjara Hills,"3rd Floor, GVK One, Road 1, Banjara Hills, Hyderabad",₹300,11 AM to 11 PM,3.6,"Andhra, South Indian",040 65995995,
ETC,Jubilee Hills,"8-2-293/82/A/1187, Road 45, Jubilee Hills, Hyderabad",₹200,"12 Noon to 3:30 PM, 7 PM to 11:30 PM",3.5,"North Indian, South Indian",,"Live Music, Valet Parking Available, Wifi, Celebrity Frequented, Smoking Area, Club, Nightlife"
Agra Sweets Banjara,Hitech City,"Ratnadeep Super Market, Hitech City, Hyderabad",₹750,6 AM to 12 Midnight,3.2,"Mithai, Juices, Street Food","040 64560707, +91 9885259685",Desserts and Bakes
Mr. Iscreamer's Frozen Kingdom,Hitech City,"Opposite Shilparamam, Hitech City, Hyderabad",₹700,7 AM to 11 PM,2.5,"Desserts, Ice Cream","+91 9246587799, +91 8712111462",Desserts and Bakes
Ohri's Food Station,Panjagutta,"6-3-673,673/1 &674/1, 4th Floor, Hyderabad Central, Opposite Punjagutta Police Station, Panjagutta, Hyderabad",₹600,12 Noon to 10:30 PM,2.2,"North Indian, Mughlai, Biryani, Chinese, Seafood","+91 8008904328, +91 9866778045",
Seven Oven,Jubilee Hills,"Opposite Heritage, Third Floor, Above Kotak Bank, Uptown Jubilee, Road 36, Jubilee Hills, Hyderabad",₹500,11 AM to 10:30 PM,3.7,"Cafe, Chinese, Continental, Bakery",040 65557786,"Smoking Area, Zomato Fulfilled Delivery, Valet Parking Available, Wifi, Desserts and Bakes"
Chinese Panda,Jubilee Hills,"8-2-293/82/A/738, Plot 738, Road 37, Jubilee Hills, Hyderabad",₹600,5 AM to 11 PM,3.6,Chinese,+91 9951155555,"Smoking Area, Wifi, Outdoor Seating"
Kamat Restaurant,Abids,"Near Ramakrishna Theatre, NTR Estate, Jawaharlal Nehru Road, Abids, Hyderabad","₹4,000",11 AM to 11 PM,3.4,"North Indian, South Indian, Chinese","040 24736510, +91 9949064000",Valet Parking Available
Hyderabad Chefs,Kukatpally,"Beside HDFC Bank, Phase 6 & 7 Road, KPHB Colony, Kukatpally, Hyderabad",₹150,11:30 AM to 11 PM,3.0,"North Indian, Chinese","040 64582525, +91 9246353435",
Altitude - Hyderabad Marriott Hotel & Convention Centre,Necklace Road,"Hyderabad Marriott Hotel & Convention Centre, Opposite Hussain Sagar Lake, Tank Bund Road, Near, Necklace Road, Hyderabad",₹450,2 PM to 2 AM,2.9,Continental,040 27522999,"Valet Parking Available, Live Sports Screening, City View, Rooftop, Live Music, Outdoor Seating, Above 18 Only, Vegan Options, Nightlife"
Momosa,Gachibowli,"Near Hdfc Bank Opp Himagiri Hospital Vinayaka Nagar, Gachibowli, Hyderabad",₹750,5 AM to 2 AM,3.7,Chinese,"+91 9000511936, +91 9533951259",
Dwaraka,Lakdikapul,"Hotel Rukmini Riviera, Opposite Global Hospital, Lakdikapul, Hyderabad",₹550,8:30 AM to 10:30 PM,2.7,"South Indian, North Indian, Chinese, Street Food",040 66785566,
Ice n Spice - Hotel Inner Circle,Somajiguda,"Hotel Inner Circle, 6-3-905, Saboo Heights, Raj Bhavan Road, Somajiguda, Hyderabad",₹300,4 PM to 10 PM,3.8,"North Indian, Chinese",040 33165194,"Valet Parking Available, Wifi"
Foodie Woodie,Lingampally,"Near Navodhaya School, Nallagandla Bypass Road, Madhu Vihar, Seri Lingampally, Lingampally, Hyderabad",₹500,10 AM to 11 PM,3.7,"North Indian, Chinese",+91 9666801414,
Barista Lavazza Espresso Bar,Kondapur,"Survey 13, SMR Vinay Technopolis, Beside Google Office, Kondapur, Hyderabad",₹300,"2 PM to 12 Midnight (Tue-Sun), Mon Closed",3.7,Cafe,+91 9493717871,Outdoor Seating
Arabiska Restaurant,Tolichowki,"7 Tombs Road, Tolichowki, Hyderabad","₹1,100","11:45 AM to 3 PM, 6:45 PM to 10 PM",3.1,"Chinese, Arabian, North Indian",+91 8297447059,
Greenwich- A sandwich Shop,Hitech City,"Opposite Cyber Tower, Beside ICICI Direct, Hitech City, Hyderabad",₹850,9 AM to 11 PM,3.9,Fast Food,+91 7680038767,Outdoor Seating
Mighty Small,Hitech City,"Level 5, Inorbit Mall, Hitech City, Hyderabad",₹700,10 AM to 11 PM,3.8,"Italian, Middle Eastern, Continental",040 33194226,"Live Music, Nightlife, Wifi, Live Sports Screening"
Kholani's,Koti,"Boggulakunta Circle, Abids Main Road, Koti, Hyderabad",₹600,9:30 AM to 9:30 PM,3.5,"North Indian, Mughlai, Chinese","040 24753444, 040 24753444",Outdoor Seating
Gharana Food Court,Padmarao Nagar,"6-1-289/2/B, Opposite Padmarao Nagar Park, Main Road, Padmarao Nagar, Secunderabad","₹1,200",11 AM to 11 PM,3.7,"North Indian, Chinese, South Indian","+91 9177547373, 040 27508343",
Chicking,Banjara Hills,"Eats Food Court, 4th Floor, City Center Mall, Road 1, Banjara Hills, Hyderabad",₹800,"11:30 AM to 3:30 PM, 7 PM to 12 Midnight (Mon-Sun)",3.7,Fast Food,"040 64550000, 040 66664700",
Leo Bistro - Leonia Holistic Destination,Shamirpet,"Leonia Holistic Destination, Bommaraspet, Ranga Reddy District, Shamirpet, Hyderabad","₹1,500","12 Noon to 4 PM, 7 PM to 10:30 PM",3.6,"North Indian, Continental",040 66400000,Wifi
Fiesta Coffee Shop - Hotel Minerva Grand,S D Road,"Hotel Minerva Grand, Near Manju Theater, S D Road, Secunderabad","₹1,000","11 AM to 3:30 PM, 6:30 PM to 10:30 PM",3.7,"South Indian, Chinese",040 66117373,
Prana - Manasarovar - The Fern Hotel,Begumpet,"Manasarovar - The Fern Hotel, US Consulate Lane, Begumpet, Hyderabad",₹650,12 Noon to 12 Midnight,3.6,"North Indian, South Indian, Continental",040 30839999,"Valet Parking Available, Wifi, Buffet, 4/5 Star"
Umammi - Hotel Siesta,Kothaguda,"Hotel Siesta, 55/E, Gachibowli Miypur Road, Kothaguda, Hyderabad","₹1,000",11 AM to 11 PM,3.3,Hyderabadi,,"Outdoor Seating, Wifi"
Little Island - Swagath Grand,Hafeezpet,"Swagath Grand, 1-57/90, Madinaguda, Near Madinaguda Bus Stop, Hafeezpet, Hyderabad",₹250,"12:30 PM to 3:30 PM, 7 PM to 10:30 PM",3.5,"North Indian, Chinese","+91 8790033007, +91 8790084321","Valet Parking Available, Wifi"
Soups n Salads,Banjara Hills,"Shop 4, Lumbini Amrutha Chambers, Road Number 3, Banjara Hills, Hyderabad",₹500,12 Noon to 11 PM,2.6,"Healthy Food, Italian",040 23359566,Wifi
Hotel City Diamond,Mehdipatnam,"Mehdipatnam Circle, Mehdipatnam, Hyderabad",₹400,10 AM to 12 Midnight,3.5,"Biryani, Hyderabadi",+91 9396541864,
Pariwar Dhaba,Shamshabad,"National Highway 7, Sai Baba Nagar, Katedan Industrial Area, Shamshabad, Hyderabad",₹500,11 AM to 11 PM,3.2,"North Indian, Mughlai, Chinese",040 65985885,Outdoor Seating
New Santosh Dhaba,Abids,"Plot 969 & 970, Ahuja Estate, Tilak Road, Abids, Hyderabad",₹300,11:30 AM to 10:30 PM,2.8,"North Indian, Chinese","040 65538811, +91 9666666996",
Pietza Pizza,Banjara Hills,"Kabara Drive Inn, Plot 56/1, Park Enclave, Agrasen Chowk Circle, Road 12, Banjara Hills, Hyderabad",₹250,11 AM to 11 PM,3.3,"Pizza, Italian",+91 9515540555,"Outdoor Seating, Valet Parking Available, Smoking Area, Live Sports Screening"
Hotel Rumaan,Charminar,"Moti Gali, Khilwat, Charminar, Hyderabad",₹350,12 Noon to 12 Midnight,3.5,"Biryani, North Indian, Hyderabadi","+91 9866686868, +91 9346141010",No Parking Available
